20,69,"pan","Tue Feb 26 2013 21:18:36 GMT-0500 (EST)",15,"x:717,y:325,time:2;","startLoc:(41.82643545470858, -71.39825827644347),endLoc:(41.82650740777375, -71.39820463226317),zoom:17"
20,70,"pan","Tue Feb 26 2013 21:18:36 GMT-0500 (EST)",34,"x:712,y:334,time:4;","startLoc:(41.82650740777375, -71.39820463226317),endLoc:(41.826563371212984, -71.39812953041076),zoom:17"
20,71,"pan","Tue Feb 26 2013 21:18:36 GMT-0500 (EST)",19,"x:705,y:341,time:2;","startLoc:(41.826563371212984, -71.39812953041076),endLoc:(41.82676324023947, -71.39789349601745),zoom:17"
20,72,"pan","Tue Feb 26 2013 21:18:36 GMT-0500 (EST)",43,"x:683,y:366,time:5;","startLoc:(41.82676324023947, -71.39789349601745),endLoc:(41.82689115608897, -71.39775402114867),zoom:17"
20,73,"pan","Tue Feb 26 2013 21:18:36 GMT-0500 (EST)",24,"x:670,y:382,time:3;","startLoc:(41.82689115608897, -71.39775402114867),endLoc:(41.826971103365125, -71.39767891929625),zoom:17"
20,74,"pan","Tue Feb 26 2013 21:18:36 GMT-0500 (EST)",36,"x:663,y:392,time:2;","startLoc:(41.826971103365125, -71.39767891929625),endLoc:(41.82700308224764, -71.39764673278808),zoom:17"
20,75,"pan","Tue Feb 26 2013 21:18:36 GMT-0500 (EST)",28,"x:660,y:396,time:2;","startLoc:(41.82700308224764, -71.39764673278808),endLoc:(41.82701107696579, -71.39763600395202),zoom:17"
20,76,"pan","Tue Feb 26 2013 21:18:36 GMT-0500 (EST)",40,"x:659,y:397,time:2;","startLoc:(41.82701107696579, -71.39763600395202),endLoc:(41.82702706639906, -71.3976145462799),zoom:17"
20,77,"pan","Tue Feb 26 2013 21:18:37 GMT-0500 (EST)",22,"","startLoc:(41.82702706639906, -71.3976145462799),endLoc:(41.827043055828334, -71.39760381744384),zoom:17"
20,78,"pan","Tue Feb 26 2013 21:18:39 GMT-0500 (EST)",737,"x:537,y:302,time:98;x:540,y:302,time:236;x:547,y:301,time:252;x:556,y:298,time:269;x:570,y:293,time:286;x:599,y:279,time:303;x:618,y:267,time:319;x:635,y:254,time:337;x:644,y:243,time:356;x:649,y:233,time:370;x:649,y:227,time:386;x:649,y:220,time:403;x:644,y:208,time:426;x:634,y:198,time:437;x:620,y:187,time:454;x:610,y:180,time:470;x:598,y:173,time:486;x:585,y:166,time:504;x:573,y:160,time:520;x:562,y:157,time:537;x:550,y:155,time:554;x:539,y:155,time:570;x:528,y:155,time:588;x:520,y:155,time:607;x:517,y:155,time:621;x:511,y:155,time:637;x:507,y:155,time:654;x:505,y:155,time:681;x:506,y:155,time:720;","startLoc:(41.827043055828334, -71.39760381744384),endLoc:(41.8270750346749, -71.39767891929625),zoom:17"
20,79,"pan","Tue Feb 26 2013 21:18:39 GMT-0500 (EST)",28,"x:514,y:159,time:2;","startLoc:(41.8270750346749, -71.39767891929625),endLoc:(41.82715498172142, -71.39786130950927),zoom:17"
20,80,"pan","Tue Feb 26 2013 21:18:39 GMT-0500 (EST)",33,"x:531,y:169,time:2;","startLoc:(41.82715498172142, -71.39786130950927),endLoc:(41.82741081159942, -71.39852649734496),zoom:17"
20,81,"pan","Tue Feb 26 2013 21:18:39 GMT-0500 (EST)",68,"x:593,y:201,time:4;","startLoc:(41.82741081159942, -71.39852649734496),endLoc:(41.82816230595377, -71.39980322883605),zoom:17"
20,82,"pan","Tue Feb 26 2013 21:18:39 GMT-0500 (EST)",57,"x:712,y:295,time:6;","startLoc:(41.82816230595377, -71.39980322883605),endLoc:(41.82826623532971, -71.3999212460327),zoom:17"
20,83,"pan","Tue Feb 26 2013 21:18:39 GMT-0500 (EST)",28,"x:723,y:308,time:3;","startLoc:(41.82826623532971, -71.3999212460327),endLoc:(41.82843412088826, -71.4001358227539),zoom:17"
20,84,"pan","Tue Feb 26 2013 21:18:39 GMT-0500 (EST)",32,"x:743,y:329,time:3;","startLoc:(41.82843412088826, -71.4001358227539),endLoc:(41.82844211542769, -71.40014655158996),zoom:17"
20,85,"pan","Tue Feb 26 2013 21:18:39 GMT-0500 (EST)",171,"x:744,y:330,time:3;","startLoc:(41.82844211542769, -71.40014655158996),endLoc:(41.82844211542771, -71.40020019577025),zoom:17"
20,86,"pan","Tue Feb 26 2013 21:18:39 GMT-0500 (EST)",37,"x:749,y:330,time:2;","startLoc:(41.82844211542771, -71.40020019577025),endLoc:(41.82844211542771, -71.40061862037658),zoom:17"
20,87,"pan","Tue Feb 26 2013 21:18:39 GMT-0500 (EST)",27,"x:788,y:330,time:3;","startLoc:(41.82844211542771, -71.40061862037658),endLoc:(41.82848208810986, -71.40130526588439),zoom:17"
20,88,"pan","Tue Feb 26 2013 21:18:39 GMT-0500 (EST)",62,"x:852,y:335,time:10;","startLoc:(41.82848208810986, -71.40130526588439),endLoc:(41.828546044349395, -71.40198118255614),zoom:17"
20,89,"pan","Tue Feb 26 2013 21:18:39 GMT-0500 (EST)",34,"x:915,y:343,time:3;","startLoc:(41.828546044349395, -71.40198118255614),endLoc:(41.828665962126294, -71.40252835319518),zoom:17"
20,90,"pan","Tue Feb 26 2013 21:18:39 GMT-0500 (EST)",44,"x:966,y:358,time:4;","startLoc:(41.828665962126294, -71.40252835319518),endLoc:(41.828705934668676, -71.40264637039184),zoom:17"
20,91,"pan","Tue Feb 26 2013 21:18:39 GMT-0500 (EST)",27,"x:977,y:363,time:2;","startLoc:(41.828705934668676, -71.40264637039184),endLoc:(41.82872192367865, -71.40268928573607),zoom:17"
